user,text,date,emotion,comment,share,cleaned_text,cluster,sentiment
Oluwagbogo Kayode,"Good day everyone,
How do I utilise AI in teaching transcription (from words to sounds) in English Language to high school students",2024-09-27 20:04:25,5,2,0,good day everyone utilise ai teaching transcription words sounds english language high school students,0,POSITIVE
Jo Patrick,"Hi, I’m looking for an AI that can translate old (1700) almost illegible handwritten German into English. Has anyone tried this?",2024-09-13 02:43:48,14,42,0,hi im looking ai translate old almost illegible handwritten german english anyone tried,2,NEGATIVE
Anonymous participant,Is there an AI tool that can generate a content calendar based on a list of dates and standards I’ve already prepared?,2024-09-29 21:41:49,4,1,0,ai tool generate content calendar based list dates standards ive already prepared,0,NEGATIVE
Justin Reyes,"What are your thoughts on this issue in the education sector when it comes to Ai? 

",2024-09-29 21:44:06,6,2,0,thoughts issue education sector comes ai,0,NEGATIVE
Ganesh Banik,what AI tool can I use for preparing school development plan?,2024-09-29 21:42:16,6,3,1,ai tool use preparing school development plan,0,NEGATIVE
Anonymous participant,"Anyone know of any AI apps, that is good for different differentiation other than ChatGPT and diffit￼..?",2024-09-28 21:26:40,4,4,0,anyone know ai apps good different differentiation chatgpt diffit,0,NEGATIVE
Krishnarao Gunupudi,"Can any one suggestion Ai tool for generating q.p.for,India Tamilnadu, state syllabus e.m",2024-09-16 21:10:55,3,3,0,one suggestion ai tool generating qpforindia tamilnadu state syllabus em,0,NEGATIVE
Joe Moxley,"Morning, friends.

After sharing my article on ""plagiarism and AI"" with you last week, I kept thinking about the topic. I felt I hadn't gotten to the core of the issues we face as faculty--and as writers. So, I took another shot. Hope you find this interesting/helpful.

Plagiarism – Reimagining Authorship & Citation Practices in The Age of AI 
<https://writingcommons.org/section/information-literacy/information-ethics/plagiarism/>",2024-09-28 21:33:36,8,0,0,morning friends sharing article plagiarism ai last week kept thinking topic felt hadnt gotten core issues face facultyand writers took another shot hope find interestinghelpful plagiarism reimagining authorship citation practices age ai,2,NEGATIVE
Luís Jerónimo,"how to create a multiple choice test, based on a pdf uploaded, but the test should use the images (schemes) and do questions about them. Thank you very much.",2024-09-26 19:55:55,16,13,2,create multiple choice test based pdf uploaded test use images schemes questions thank much,2,POSITIVE
Shauna McGirk,My students recommended I join this group! Excited to be here <3,2024-09-24 20:16:00,24,7,0,students recommended join group excited,0,POSITIVE
Pax Vomica,Hello! Does anyone know which platform to use to do text to voice and then enter the link in Google Slides? Thanks.,2024-09-25 22:21:59,6,8,1,hello anyone know platform use text voice enter link google slides thanks,2,POSITIVE
Irum Mumtaz,"Hi! I am Irum Mumtaz a Remedial Therapist/ Educationist working with dyslexic children . I am the founder of the the first institute of the North of Pakistan for dyslexic children . Due to the lack of awareness about dyslexia there is a serious dearth of institutes catering to dyslexic children . The challenges which I faced from all the stakeholders while spreading awareness about dyslexia  made me realise that without the patronage of the government I will not be able to achieve much . Undettered by all the challenges my team and I started working to achieve this magnanimous goal. Finally , six years of back breaking efforts were fruitful and we were able to get the “Dyslexia Special Measures Bill “ approved which has now become a law . Implementation of the Bill is another roller coaster ride . My institution by the name of IDEAS Institute of Dyslexia  Education & Attitudinal Studies. is based in Islamabad .",2024-09-27 20:10:17,7,6,0,hi irum mumtaz remedial therapist educationist working dyslexic children founder first institute north pakistan dyslexic children due lack awareness dyslexia serious dearth institutes catering dyslexic children challenges faced stakeholders spreading awareness dyslexia made realise without patronage government able achieve much undettered challenges team started working achieve magnanimous goal finally six years back breaking efforts fruitful able get dyslexia special measures bill approved become law implementation bill another roller coaster ride institution name ideas institute dyslexia education attitudinal studies based islamabad,2,NEGATIVE
Glenda Cole,"I need help translating text without replacing the original English content. Ideally, I'd like to have both English and Spanish text on the same document, such as vocabulary words with English above and Spanish below, including their meanings.",2024-09-27 20:05:53,3,0,0,need help translating text without replacing original english content ideally id like english spanish text document vocabulary words english spanish including meanings,2,NEGATIVE
Anonymous participant,Anyone know of an AI tool that can take an existing assessment and make multiple versions? 🤔,2024-09-26 19:53:28,3,13,0,anyone know ai tool take existing assessment make multiple versions,0,NEGATIVE
Diana Johnhan,"# **Free AI Ethics Presentation Download For Teachers**

Hi teachers. Here's a useful presentation template I used to educate my students on the importance of AI responsibility.

",2024-09-27 20:11:13,30,1,21,free ai ethics presentation download teachers hi teachers heres useful presentation template used educate students importance ai responsibility,1,NEGATIVE
David Casas,Hi teachers. Is there an AI tool to create cartoon from a text?,2024-09-25 22:19:50,19,17,4,hi teachers ai tool create cartoon text,0,NEGATIVE
Kristina Garduque,Hi! I'm new to this group. I recently joined because I am interested in learning how to create activities with AI that Are useful for a diverse group of learners in middle school. I teach 6th & 7th grade Academic Support. ￼ What are supports besides magic school that you use to create IEP goals and activities - looking for most around writing?,2024-09-26 19:56:11,4,3,0,hi im new group recently joined interested learning create activities ai useful diverse group learners middle school teach th th grade academic support supports besides magic school use create iep goals activities looking around writing,2,POSITIVE
Melissa Elaine ,"Does anyone know of an AI where you can upload a pdf to change the test questions? 

I want to make practice questions out of tests that I have already. I would like the Ai to change the questions so that they wouldn’t be the same for practice work.",2024-09-26 19:54:34,5,5,0,anyone know ai upload pdf change test questions want make practice questions tests already would like ai change questions wouldnt practice work,2,NEGATIVE
Mary Josephine,I have completed an assignment. 7000 words. But it should only be 4000 words. Is there anywhere I can get it edited without losing the main ideas.  Chatgpt ( free version) won't allow me to copy and paste the whole essay.,2024-09-26 19:55:02,7,8,0,completed assignment words words anywhere get edited without losing main ideas chatgpt free version wont allow copy paste whole essay,2,POSITIVE
Afsheen Kamran,I want an interactive quiz on Mendeleev's periodic table for class 8. How to take help from AI,2024-09-26 19:52:55,7,14,0,want interactive quiz mendeleevs periodic table class take help ai,0,NEGATIVE
John Christopher,"Hi, does anyone know the best free, simple and accurate ways to get handwritten work into digital text for AI marking? Thanks",2024-09-25 22:19:16,4,4,0,hi anyone know best free simple accurate ways get handwritten work digital text ai marking thanks,0,NEGATIVE
Alka Khude,How can I check omr sheet with AI?,2024-09-26 19:53:33,3,5,0,check omr sheet ai,0,NEGATIVE
Syed Husain,Is there any Ai website available to create Math worksheets including diagrams and graphs?,2024-09-25 22:20:57,5,5,1,ai website available create math worksheets including diagrams graphs,0,NEGATIVE
Susan Wallace Smelley,AI tool that can generate a google form from test questions.,2024-09-09 20:01:19,97,46,19,ai tool generate google form test questions,2,NEGATIVE
Felicia Bradley,"Good Morning,
I looking for a site that will create Canva PowerPoints for 8th grade math using my handwritten notes.  Any suggestions?

Thanks for your help!",2024-09-26 19:54:09,4,2,0,good morning looking site create canva powerpoints th grade math using handwritten notes suggestions thanks help,2,POSITIVE
Kiran Patil,"Good Evening All Educators 
I want to know any AI tool which will do data analysis and inferences. Please let me know if any website/tool is available.",2024-09-25 22:17:50,10,7,0,good evening educators want know ai tool data analysis inferences please let know websitetool available,2,POSITIVE
Rummy Chinonso,"Good evening teachers. I’m trying to generate a concept map, but chatGPT is not giving me what I want. Please is there any AI for this. I want to be able to upload a document for the map.",2024-09-24 20:15:50,10,15,0,good evening teachers im trying generate concept map chatgpt giving want please ai want able upload document map,2,POSITIVE
Kate Chartrand,Is there a math tutoring AI program that I can recommend to my math students like Khanmigo but free?,2024-09-02 20:11:22,3,5,0,math tutoring ai program recommend math students like khanmigo free,0,POSITIVE
Perla J Caraveo,"Hello everyone, 

I am looking for AI tools to differentiate instruction for various levels and create lesson plans. Thank you!",2024-09-11 19:53:26,33,39,3,hello everyone looking ai tools differentiate instruction various levels create lesson plans thank,2,POSITIVE
Raman Arora,Guys please share tool who has edit my carousel post content just one click??,2024-09-26 19:54:04,5,7,0,guys please share tool edit carousel post content one click,0,NEGATIVE
Ila Day,What's the free AI for creating youth songs?,2024-09-17 18:34:58,8,9,2,whats free ai creating youth songs,0,POSITIVE
Laura Cardone,Salve a tutti! Esiste uno strumento AI in grado di creare illustrazioni/disegni a partire da una descrizione? Finora ho utilizzato lo strumento Canva per la creazione di immagini ma non realizza con la precisione di cui ho bisogno…grazie a chi vorrà aiutarmi!,2024-09-26 05:29:23,4,5,0,salve tutti esiste uno strumento ai grado di creare illustrazionidisegni partire da una descrizione finora ho utilizzato lo strumento canva per la creazione di immagini non realizza con la precisione di cui ho bisognograzie chi vorr aiutarmi,0,NEGATIVE
Renelda White,Happy Sunday! How can I get started in AI as a Personal Finance teacher?,2024-09-23 01:05:09,7,17,0,happy sunday get started ai personal finance teacher,0,POSITIVE
Abderrahim Amraoui Najem,"Hi, is there any educational resource you need that you can't find or create?",2024-09-26 19:56:23,3,0,0,hi educational resource need cant find create,0,POSITIVE
Julie Wilson Little,"Looking for the best AI tool for graduate school academic writing to edit and give suggestions on correct grammar, sentence phrasing and APA formatting. Thought?",2024-09-18 20:47:04,11,26,2,looking best ai tool graduate school academic writing edit give suggestions correct grammar sentence phrasing apa formatting thought,0,NEGATIVE
Anonymous participant,"Anyone know if it's true that if you feed an essay into two different AI platforms for ""editing"" and ""suggestions"" it can't be detected as AI on detection platforms? I heard that, wondering if it's true. Asking for kids who ask for feedback, not to have AI write for them…so they’re not erroneously flagged.",2024-09-19 03:40:28,13,8,0,anyone know true feed essay two different ai platforms editing suggestions cant detected ai detection platforms heard wondering true asking kids ask feedback ai write themso theyre erroneously flagged,2,NEGATIVE
Ruwan Nishantha,Need a link about English speaking AI in PC,2024-09-25 22:21:10,13,4,4,need link english speaking ai pc,0,NEGATIVE
Kaitlynn Eglash,"Hello! 
I am having my students write one paragraph tomorrow about an important moment in their life. However my students are very low and I need a graphic organizer to support them. Any ai sites that do this?",2024-09-19 03:39:45,23,9,1,hello students write one paragraph tomorrow important moment life however students low need graphic organizer support ai sites,2,NEGATIVE
Muhammad Azam,Tell me the best Ai tools which I write as a human writer and have free access,2024-09-19 21:46:50,14,16,2,tell best ai tools write human writer free access,0,POSITIVE
Erin Brown,"Hi! I work with a couple world language teachers. We are in the US and the teachers teach French. They are looking for some support in AI programs that give real-time feedback. Other world language teachers using AI, they are curious what AI apps you are using. Lastly, using AI for tongue twisters/ presentational speaking/ tutor for vocabulary/grammar and creating pictures based on theme for Interpersonal. Thank you for any help/guidance!!❤️",2024-09-14 21:19:23,10,11,0,hi work couple world language teachers us teachers teach french looking support ai programs give realtime feedback world language teachers using ai curious ai apps using lastly using ai tongue twisters presentational speaking tutor vocabularygrammar creating pictures based theme interpersonal thank helpguidance,2,POSITIVE
Judy Kathleen,"Hi everyone. Does anyone know of a an AI tool to create a jeopardy style review game? 
Looking for something that cuts the prep time / manually inputting all my questions. 
Not trying to do kahoot as i feel like very quickly, students who aren’t in the “top 5” tend to give up.",2024-09-25 22:20:00,6,7,0,hi everyone anyone know ai tool create jeopardy style review game looking something cuts prep time manually inputting questions trying kahoot feel like quickly students arent top tend give,2,NEGATIVE
Mark Anderson,"Hi everyone! I'm new to this group but not to AI. I'm an ESL teacher and usually use ChatGPT, Cathoven, and Twee. I want to know if there's an AI that can help me create Ppt presentations and generate questions from them",2024-08-27 19:23:35,31,21,3,hi everyone im new group ai im esl teacher usually use chatgpt cathoven twee want know theres ai help create ppt presentations generate questions,2,NEGATIVE
Bored Parrot,What's your top AI challenge?,2024-09-26 05:29:43,7,2,0,whats top ai challenge,0,POSITIVE
Zuzka Tkáčová,Hi everyone! I am a secondary Computer Science teacher and an AI enthusiast ♥️ interested in different AI tools to bring to my classroom.,2024-08-24 20:13:37,5,6,1,hi everyone secondary computer science teacher ai enthusiast interested different ai tools bring classroom,2,POSITIVE
Danielle Valentini,Has anyone created a PD session on how teachers can use AI? Looking for some inspiration.,2024-09-25 22:18:43,5,3,0,anyone created pd session teachers use ai looking inspiration,2,NEGATIVE
Dorina Cucu,I'm looking for AI tools that permit to make rapidly designs for physics experiments.,2024-09-25 22:20:07,9,6,0,im looking ai tools permit make rapidly designs physics experiments,2,NEGATIVE
Anonymous participant,Are there any AI tools to create a jeopardy review game?,2024-09-25 22:20:03,2,2,0,ai tools create jeopardy review game,0,POSITIVE
Mientjie Kleinhans,"I'm about to present a workshop to teachers on how to effectively use ChatGPT as teachers. There are so many topics to touch on, but I only have 1 hour. What would you say is the most important thing about ChatGPT to share with the teachers?",2024-09-13 04:48:47,109,75,4,im present workshop teachers effectively use chatgpt teachers many topics touch hour would say important thing chatgpt share teachers,2,POSITIVE
Samantha Singh,"As a language arts teacher, what are some ai tools that you use? I got students with mixed abilities this year.",2024-09-21 01:58:55,53,31,21,language arts teacher ai tools use got students mixed abilities year,2,NEGATIVE
Anonymous participant,Is there a very good FREE IA to learn spanish with a virtual assistant ? I mean someone to talk to for student. 🤔,2024-09-21 20:47:35,5,7,0,good free ia learn spanish virtual assistant mean someone talk student,2,NEGATIVE
Madonna Pettersson,Is there any open AI tool where my students can make travel posters? Thanks in advance for you help,2024-09-23 19:30:26,6,6,0,open ai tool students make travel posters thanks advance help,0,POSITIVE
Brittany St,Is there a way for me to animate my own voice recording?,2024-09-23 19:31:17,6,6,1,way animate voice recording,0,POSITIVE
Kristen FP,Is there a way to go back to a conversation with one of your pre-made GPTs on 4.0?,2024-09-24 20:15:02,3,11,0,way go back conversation one premade gpts,0,NEGATIVE
Jagannatha Nadiger,I want details about AI image generator can anybody guide,2024-09-23 06:29:22,12,9,0,want details ai image generator anybody guide,0,NEGATIVE
Jimmy McGee,"Chat GPT has an option to read its answers to you....does anyone know if there is a way to record this as an MP3?

Sometimes I need my students to hear an idea/answer rather than read it....",2024-09-23 19:30:54,2,3,0,chat gpt option read answers youdoes anyone know way record mp sometimes need students hear ideaanswer rather read,0,NEGATIVE
Leticia Garcia,I’ve never used AI before. How can I create a one page reading passage that incorporates our 15 spelling words for the week?,2024-09-13 20:40:44,32,33,5,ive never used ai create one page reading passage incorporates spelling words week,2,NEGATIVE
Jodi Leatherman,"I feel like I am missing a crucial step that would make my life so much easier. Here is my dilemma.

I submit my chapter into MagicSchool Ai as it gives me awesome slides and I export them to Google Slides. It is white slides, black text. Cool! Love it!

Then I want to apply the awesome designs that Canva has to my slides. 

I know how to import my slides to Canva but is there a magic tool to apply the awesome design templates to my slides with content? I want to merge them. 

Anyone know how to do this or is it possible? I have googled, YouTube’s, searched Canva help - I’m not finding any answers. 

Up until now I am copying and paste text and it is taking me hours when I know it could be much easier.

Perhaps another app option? Magic School and Canva are free for me and work well with our Google platform.",2024-09-19 21:48:51,12,16,5,feel like missing crucial step would make life much easier dilemma submit chapter magicschool ai gives awesome slides export google slides white slides black text cool love want apply awesome designs canva slides know import slides canva magic tool apply awesome design templates slides content want merge anyone know possible googled youtubes searched canva help im finding answers copying paste text taking hours know could much easier perhaps another app option magic school canva free work well google platform,2,NEGATIVE
Dario Marini Ricci,"Hi, I'm looking for a tool to transcribe recorded italian college lectures, ideally directly from Microsoft Teams (but not necessarily , I can download it if needed) and then organize and/or summarise them.

Bonus point if it is specifically designed for lectures/student and gives not just written summary, but also tables  and graphics.

[Otter.ai](http://otter.ai/?fbclid=IwZXh0bgNhZW0CMTAAAR3_ALaa1AV30bgrWk1bgiYsweG19YKRm5LMr-zZVjFajwtI7zbUbcU_JOo_aem_ty8LXZ8k0revuVEaJh8GqQ) would have been great, but it doesn't support Italian.

[Turbolearn.ai](http://turbolearn.ai/?fbclid=IwZXh0bgNhZW0CMTAAAR0Ztk-ItoOdEhQnF_Btb66jISbDMjB3FyKakhpYFYpRyA_ewhaBkLNMdWs_aem_WCUUY1xZJn9j8F1rLoET9Q) was my best guess, but assistance is non existent and it gives me mixed results (sometimes mixing Italian and English in the summary)

Freemium and subscriptions are ok.

Do you have any suggestions?",2024-09-24 20:16:31,3,4,0,hi im looking tool transcribe recorded italian college lectures ideally directly microsoft teams necessarily download needed organize andor summarise bonus point specifically designed lecturesstudent gives written summary also tables graphics otterai would great doesnt support italian turbolearnai best guess assistance non existent gives mixed results sometimes mixing italian english summary freemium subscriptions ok suggestions,2,NEGATIVE
Anonymous participant,looking for prompts on chatgpt or other ai tools to help students improve their public speaking.,2024-09-03 19:02:52,10,8,2,looking prompts chatgpt ai tools help students improve public speaking,2,NEGATIVE
Erin Mohn,Is there an app that will rotate names for classroom jobs to make it even and fair?,2024-09-15 22:37:42,19,18,1,app rotate names classroom jobs make even fair,0,NEGATIVE
Amber Naylor,Can y’all recommend a free AI tool for graphics? I’ve been using bing but can’t get quite what I need.,2024-09-23 23:29:16,8,16,0,yall recommend free ai tool graphics ive using bing cant get quite need,2,POSITIVE
Brooke Baker,"From a SPED POV, Is there a website or app that I could plug in IEP goals and it will create worksheets or student facing activities to progress monitor with? Or create baselines?",2024-09-23 19:32:09,8,7,0,sped pov website app could plug iep goals create worksheets student facing activities progress monitor create baselines,0,NEGATIVE
Aleksandra Grbić Hrustić,What AI can transcribe speech from YouTube into the text? I tried chat gpt but it claims it cannot do it due to copyright.,2024-09-21 20:47:54,21,33,5,ai transcribe speech youtube text tried chat gpt claims cannot due copyright,2,NEGATIVE
Nathan Fox,Hello! Does Anyone know an AI that can create audio dialogues between 2 people?,2024-09-21 20:47:09,6,8,3,hello anyone know ai create audio dialogues people,0,NEGATIVE
Glorianne Chute Schott,I love using concept maps and mind maps to introduce units. What are some ai tools so this can be done for me?,2024-09-23 19:32:47,12,7,1,love using concept maps mind maps introduce units ai tools done,2,POSITIVE
Tasha Fisher,"Any amazing AI tools for secondary social studies teachers?

My dream would be one where you could interview historical figures",2024-09-21 01:57:04,8,27,2,amazing ai tools secondary social studies teachers dream would one could interview historical figures,0,POSITIVE
Lauren Pawlowski,"I am a new-ish EL teacher and looking for a great AI source for translating things. Speech to text that can be translated would be one wish of mine (not sure it’s available). I like diffit but I am looking for some other resources. 

Actually any resources at all, even outside of AI would be helpful. I have Arabic, Urdu, Spanish, Ukrainian speakers primarily. I’m having a great time teaching them physical science and chemistry but I always want to be better for them and thought I’d ask you guys.",2024-09-23 06:31:05,9,7,0,newish el teacher looking great ai source translating things speech text translated would one wish mine sure available like diffit looking resources actually resources even outside ai would helpful arabic urdu spanish ukrainian speakers primarily im great time teaching physical science chemistry always want better thought id ask guys,2,NEGATIVE
Marci Nelles Bergman,What AI site will help me take a pdf of a novel excerpt and create a detailed annotation/close reading for literary analysis I can then implement with my class?,2024-09-23 19:31:02,8,11,0,ai site help take pdf novel excerpt create detailed annotationclose reading literary analysis implement class,0,POSITIVE
Dani Mauk,Is there a tool that can take a video and summarize it into an outline for scholars who need accommodations or that can create a worksheet from the video?,2024-09-23 19:32:27,5,6,0,tool take video summarize outline scholars need accommodations create worksheet video,0,NEGATIVE
Anonymous participant,"Hi AI family,

Does anyone know of an AI tool that can help create a website to organize and store our resources by lesson and day? I know Padlet offers something similar, but it’s a paid version, and I’m not sure if it’s worth it. Has anyone tried it? TIA",2024-09-23 01:01:46,4,3,0,hi ai family anyone know ai tool help create website organize store resources lesson day know padlet offers something similar paid version im sure worth anyone tried tia,2,NEGATIVE
Yeruva Venkateswararao,Is there any AI tool that could help in using  Excel formulas to  create different kind of spread sheets,2024-09-21 20:48:19,11,13,1,ai tool could help using excel formulas create different kind spread sheets,0,NEGATIVE
Anonymous participant,I always struggle with my documentation for my students.  Is there a way where I can have a document or folder for each student where ChatGPT knows where to store it?,2024-09-21 20:47:31,6,6,0,always struggle documentation students way document folder student chatgpt knows store,2,NEGATIVE
Glenda Cole,"Can someone recommend a tool for easily inputting grades, to avoid manually transferring them from a sheet to the electronic grade book?",2024-09-23 19:31:42,5,4,0,someone recommend tool easily inputting grades avoid manually transferring sheet electronic grade book,0,POSITIVE
Jillian Cavia,"How do you copy a table from chat gpt, when I copy and paste it did not paste the colums to the table,  just the text",2024-09-19 21:47:43,10,18,0,copy table chat gpt copy paste paste colums table text,0,NEGATIVE
Betsy Foreman,Does anyone know how to change the lyrics of a song and have the new lyrics scroll for karaoke? My students have water cycle lyrics to the tune of popular songs. I’m trying to find a way to have the new lyrics scroll like karaoke so the students know when to sing each word. Thank you!!,2024-09-23 19:31:11,3,1,0,anyone know change lyrics song new lyrics scroll karaoke students water cycle lyrics tune popular songs im trying find way new lyrics scroll like karaoke students know sing word thank,2,NEGATIVE
Robert Magno Angcajas,"Can someone give me lists of AI tools in the following tasks?

Lesson Plan
Quizzes/Assessments
PowerPoint presentation

Your answers are appreciated. Thank you so much!",2024-08-10 21:12:36,27,28,10,someone give lists ai tools following tasks lesson plan quizzesassessments powerpoint presentation answers appreciated thank much,2,POSITIVE
Reema Faizal,Best AI tool for creating PowerPoints with images and backgrounds?,2024-09-21 21:20:26,64,20,20,best ai tool creating powerpoints images backgrounds,0,POSITIVE
Lisa M Willis,Question for ELA teachers: how do you make multiple leveled copies of a text with AI to differentiate? I know it can also rewrite a text on the same topic on a lower lexile level. I haven’t tried it yet so I’m curious!,2024-09-16 21:11:11,6,13,0,question ela teachers make multiple leveled copies text ai differentiate know also rewrite text topic lower lexile level havent tried yet im curious,2,NEGATIVE
Kimutai Kim,Is there AI tool that can allows us to  move  items remotely..,2024-09-21 21:27:04,1,1,0,ai tool allows us move items remotely,0,POSITIVE
Christine Nadeau,I am looking for an ai site to generate cool worksheets,2024-08-18 20:05:09,95,74,15,looking ai site generate cool worksheets,0,POSITIVE
Anonymous participant,Hi! Which AI tool would help in teaching a multicultural school project (e.g. International Day)?,2024-09-23 01:01:59,3,2,0,hi ai tool would help teaching multicultural school project eg international day,0,NEGATIVE
Abhi Das,"Could you please let me know if there are any Ai tools available for generating Pie charts, bar charts, line charts and similar visualizations?",2024-09-23 01:02:12,5,4,1,could please let know ai tools available generating pie charts bar charts line charts similar visualizations,0,NEGATIVE
Yeruva Venkateswararao,"Can anyone help me in finding out an AI tool that could evaluate discriptive
 answer scripts",2024-09-23 01:01:31,3,6,1,anyone help finding ai tool could evaluate discriptive answer scripts,0,NEGATIVE
Rana Taha,"Any ai tool to create interactive quizzes multiple choice, matching,fill in blank,can be shared with students,  free tool please",2024-09-14 21:21:08,10,20,2,ai tool create interactive quizzes multiple choice matchingfill blankcan shared students free tool please,0,POSITIVE
Ryan Cheung,"Hey fellow teachers, is there an AI that is assisting your notes preparation?",2024-09-15 22:40:33,16,16,3,hey fellow teachers ai assisting notes preparation,0,POSITIVE
Sumia Jabeen,Hi everyone! I am an English teacher teaching from grade 7 to 10 and i am looking for reliable Al app that can help me in grammar (like correcting my wrong sentences pointing out what exactly is the mistake in it),2024-09-13 20:36:42,61,42,9,hi everyone english teacher teaching grade looking reliable al app help grammar like correcting wrong sentences pointing exactly mistake,0,NEGATIVE
Sue Barnd,"Is there a free AI service that will jazz up a PowerPoint that I already made. Different background, formatting, etc without changing the content.",2024-09-21 20:47:21,10,8,3,free ai service jazz powerpoint already made different background formatting etc without changing content,2,NEGATIVE
Kimberly Jewell Harrell,"Hi all! Just me and my mini-me, also a teacher!",2024-09-23 01:02:17,21,2,0,hi minime also teacher,0,POSITIVE
Luís Jerónimo,"Does anyone know of any AI application that creates courses, like ChatGPT does, but that also uses images and other multimedia resources, unlike ChatGPT which only uses text? Thank you for your attention.",2024-09-21 20:46:55,4,13,0,anyone know ai application creates courses like chatgpt also uses images multimedia resources unlike chatgpt uses text thank attention,2,NEGATIVE
Melissa Chabot,"What is the best AI speech coaching tool? What classes do you use it in? And what features do you think are most valuable? I'm hoping to use AI speech coaching in college-level public speaking and/or employment skills/professional communication courses. Thanks for any experiences you can share!

Editing to add: As an example, I’m familiar with Yoodli which provides instant feedback on various speech characteristics like rate, volume, eye contact, etc. I am looking for other similar alternatives, thank you!",2024-09-21 20:48:10,11,25,0,best ai speech coaching tool classes use features think valuable im hoping use ai speech coaching collegelevel public speaking andor employment skillsprofessional communication courses thanks experiences share editing add example im familiar yoodli provides instant feedback various speech characteristics like rate volume eye contact etc looking similar alternatives thank,2,POSITIVE
Vita Alma,I'm an ESL teacher I need AI tools to teach literature in a fun and engaging way.,2024-09-14 21:21:16,63,34,10,im esl teacher need ai tools teach literature fun engaging way,2,NEGATIVE
Rachel Eff,What tool created Google Slides with images and videos?  What tool makes Google Slides from YouTube videos?  TIA!!!,2024-09-16 21:10:27,37,24,13,tool created google slides images videos tool makes google slides youtube videos tia,0,NEGATIVE
Tee Kakez,"Hi, what is the best free AI that can analyse data from an online survey questionnaire (where I could upload the survey results file and have it analyse and group the data).

Thanks",2024-09-21 20:47:15,3,6,0,hi best free ai analyse data online survey questionnaire could upload survey results file analyse group data thanks,0,POSITIVE
Anonymous participant,What ways can AI help our school secretaries?,2024-09-17 18:33:34,8,5,1,ways ai help school secretaries,0,NEGATIVE
Lara Frandzel,"Hey amazing people!
I’m suddenly tasked with needing a fun narrative writing unit for 4th graders. Any advice? 😊",2024-09-17 18:39:14,7,13,0,hey amazing people im suddenly tasked needing fun narrative writing unit th graders advice,2,POSITIVE
Sana Hashmey,"How donyou generate math assesment sheets for goal progress. The websites I see have only one function, and my students needs to be tested on all 4 operations ( add, sub, multi, div) ?
Looking forward to hearing responses",2024-09-21 20:47:44,4,4,1,donyou generate math assesment sheets goal progress websites see one function students needs tested operations add sub multi div looking forward hearing responses,2,NEGATIVE
Shinto Ambadan,How to translate Malayalam videos to Hindi videos....,2024-09-21 01:56:54,5,3,1,translate malayalam videos hindi videos,0,NEGATIVE
Lacy Gibson,Is there  an AI tool that can help generate vocabulary practice and assessment.,2024-09-13 02:41:23,45,31,12,ai tool help generate vocabulary practice assessment,2,POSITIVE
Anonymous participant,Does anyone know of a AI website that creates a worksheet for you? I need it for a kindergarten grade level where there is room for them to draw picture at the top,2024-09-19 21:46:41,5,10,0,anyone know ai website creates worksheet need kindergarten grade level room draw picture top,0,NEGATIVE
Lucky Dee,I hope o1-preview supports documents soon.😃 How have ya'll been using it?,2024-09-19 21:52:01,6,4,0,hope opreview supports documents soon yall using,2,POSITIVE
Eliyah Kleinman,I’m trying to find ai that will help me find news headlines to match certain ideas and values. For example now I’m trying to find a headline about someone leaving a role/job with no adequete replacement,2024-09-19 21:49:37,9,6,0,im trying find ai help find news headlines match certain ideas values example im trying find headline someone leaving rolejob adequete replacement,2,NEGATIVE
Mehnaz Shaikh,"Need help in creating slides for history and geography for o levels.
Any ai tool to help me in this regard or someone can share resources please",2024-09-19 21:48:24,7,10,0,need help creating slides history geography levels ai tool help regard someone share resources please,2,NEGATIVE
Anonymous participant,"I’m an Upper elementary Math teacher, what AI tool can help me create support sheet - worksheets for free.",2024-09-19 21:48:36,11,9,0,im upper elementary math teacher ai tool help create support sheet worksheets free,2,NEGATIVE
Ivan Xyy,"Can anyone suggest any ai app/tool that can summarise PDF (book) and then can export in the form of PowerPoint and even generate flash cards ?

Thank you",2024-09-14 04:57:54,72,32,26,anyone suggest ai apptool summarise pdf book export form powerpoint even generate flash cards thank,0,NEGATIVE
Mina Luna,What's the best ai lesson plan maker following Bloom's taxonomy through interative and collaborative strategies and applying differentiation,2024-09-17 18:35:23,44,21,9,whats best ai lesson plan maker following blooms taxonomy interative collaborative strategies applying differentiation,0,POSITIVE
Siddharth Prothia,"As teachers, do you think MCQ tests are a good way to measure understanding, because as a student myself, I see so many students cheat or rote memorize, which is why I believe FRQs are better.",2024-09-18 20:47:25,10,8,0,teachers think mcq tests good way measure understanding student see many students cheat rote memorize believe frqs better,2,POSITIVE
Anonymous participant,"Hello buddies!
Any AI tools for creating Instagram captions by using photos??",2024-09-21 01:57:29,5,2,0,hello buddies ai tools creating instagram captions using photos,0,NEGATIVE
Anonymous participant,"Is it possible for AI to create a PowerPoint presentation that matches our school's visual identity, including its colors and fonts?",2024-09-13 20:40:30,35,23,5,possible ai create powerpoint presentation matches schools visual identity including colors fonts,0,POSITIVE
