post_id,NEGATIVE,POSITIVE,UNKNOWN,total_comments,positive_ratio,helpful_comments,support_score
"Is there an AI tool that will assess students writing based on a rubric? I'm using Brisk right now, but it doesn't actually use the rubric criteria to give a mark.",1.0,8.0,0.0,9.0,0.8888888888888888,0,0.0
"Is there an AI tool that will create a poster with images & information, based off of basic guidelines input?",2.0,0.0,0.0,2.0,0.0,0,0.0
Is there an AI tool that will help provide student feedback based on a rubric or standards?,5.0,13.0,0.0,18.0,0.7222222222222222,2,0.1111111111111111
"Is there an AI tool that will help with a vocabulary matching activity? 

One that gives definition of you input the term (word) that needs to be matched with definition? 

😊",2.0,2.0,0.0,4.0,0.5,2,0.5
"Is there an AI tool that will take hand written instructions as to how to complete. Math problem and convert them to audio (and with a corresponding video) would be amazing too ?!?

Thank you 😊",1.0,0.0,0.0,1.0,0.0,1,1.0
"Is there an AI tool that will take text and generate it into spoken (foreign) word? 

I can input the text in my chosen language I just think it would be good for my students to listen to somebody other than me but also focus on the vocab we’re learning and not just watch some random YouTube clip.",0.0,3.0,0.0,3.0,1.0,0,0.0
Is there an AI tool that would turn presentations into mp4 videos? The kicker is I need it to read the speaker notes for each slide 😎,2.0,1.0,0.0,3.0,0.3333333333333333,0,0.0
Is there an AI tool where I can submit my current slides and the tool can make them more robust or interactive?,1.0,0.0,0.0,1.0,0.0,0,0.0
Is there an AI tool where you can upload an existing test and it will rewrite it with similar prompts? I had a group bomb a 5th grade math test and want to retest after reteaching,2.0,4.0,0.0,6.0,0.6666666666666666,1,0.16666666666666666
Is there an AI tool which helps us making Mulyiple choice questions with the provided material?,5.0,5.0,0.0,10.0,0.5,3,0.3
Is there an AI tool you can use to grade papers for specific qualifications?,5.0,5.0,0.0,10.0,0.5,0,0.0
Is there an AI tool you'd recommend that can format an engaging workbook?,1.0,0.0,0.0,1.0,0.0,0,0.0
Is there an AI tools that i can use for carricature for teachers day appreciation post? thanks,1.0,1.0,0.0,2.0,0.5,0,0.0
Is there an ai that can create doodle notes for different topics?  Thank you!!,4.0,3.0,0.0,7.0,0.42857142857142855,1,0.14285714285714285
"Is there an ai to assist a coach designing up weekly  practices?
 First time coach here and need a lil help with practice sessions until i get my feet wet.",0.0,3.0,0.0,3.0,1.0,1,0.3333333333333333
Is there an ai tool specifically for creating math worksheets? I'm a special education teacher and I need worksheets for my middle school kids that don't look elementary-ish and creating them from scratch takes too much time.,3.0,2.0,0.0,5.0,0.4,0,0.0
Is there an ai tool that can take a ppt and put it into 2 column guided notes and is able to be edited? The free version of brisk only let's you do 15 slides.,3.0,0.0,0.0,3.0,0.0,1,0.3333333333333333
Is there an ai tool that can transform a drawn scanned piece of artwork into a digital version?,0.0,1.0,0.0,1.0,1.0,0,0.0
Is there an ai tool to extract text from picture and turn them into editable document,9.0,5.0,0.0,14.0,0.35714285714285715,3,0.21428571428571427
Is there an ai tool to grade short responses and give feedback?,10.0,15.0,0.0,25.0,0.6,5,0.2
Is there an app that will rotate names for classroom jobs to make it even and fair?,7.0,4.0,0.0,11.0,0.36363636363636365,0,0.0
Is there an app where an ai character says what you write/type? I used Voki in the past but the free membership isn’t working well.,1.0,0.0,0.0,1.0,0.0,0,0.0
Is there an application to convert word file to googleform?,2.0,1.0,0.0,3.0,0.3333333333333333,0,0.0
"Is there an easy & free AI that would be able to list the songs & artists in a collage picture like this of a Spotify Wrapped playlist, keeping the songs in order of 1-100, ideally in text with numbered bullet points?
What should the prompt be too? Having no luck!",3.0,1.0,0.0,4.0,0.25,1,0.25
"Is there an easy way to generate a transcript in Word from a Spotify podcast episode? There is no transcript tied to the episode on Spotify, it was generated from a  video of speech that was given at an event. I have the audio and want a written transcript so I can pull some quotes.",1.0,0.0,0.0,1.0,0.0,0,0.0
Is there an offline tool for AI?,3.0,0.0,0.0,3.0,0.0,0,0.0
Is there any AI for making board games with specific pictures and questions? Thanks in advance!,0.0,1.0,0.0,1.0,1.0,0,0.0
Is there any AI free tool can provide answers for worksheets having images ?,4.0,0.0,0.0,4.0,0.0,0,0.0
Is there any AI tool that could help in using  Excel formulas to  create different kind of spread sheets,3.0,2.0,0.0,5.0,0.4,0,0.0
"Is there any AI tool to create a powerpoint presentation from a PDF? For example, taking the headings of the PDF document, and using them in the slides is fine for my purpose.",4.0,1.0,0.0,5.0,0.2,0,0.0
Is there any AI tool to create a word document or Excel sheet based on the text given. Please let me know.,2.0,3.0,0.0,5.0,0.6,0,0.0
"Is there any AI tool to explain theoretical concepts of computer science such as input,output,memory and advanced concepts like databases to students in effective and engaging way.",1.0,2.0,0.0,3.0,0.6666666666666666,0,0.0
Is there any AI tools for making of class wise schedule?,1.0,0.0,0.0,1.0,0.0,0,0.0
Is there any Ai tool for daily lesson planning?,8.0,20.0,0.0,28.0,0.7142857142857143,0,0.0
"Is there any PD resource on AI that I can take and recommend to teachers in my school?
Not tool-specific tutorials. But on AI in general for someone who has no idea where to start.",1.0,2.0,0.0,3.0,0.6666666666666666,0,0.0
"Is there any ai tool that can develop content and write it in the specific columns and rows of lesson plan, in the given format?",6.0,0.0,0.0,6.0,0.0,1,0.16666666666666666
Is there any app or site that can scan students handwritten essays and convert to text.   I’m so done treading chicken scratch he he,6.0,0.0,0.0,6.0,0.0,0,0.0
"Is there any best app to teach student practical English  free AI tools?  
From Pakistan  or any native speaker  want to help me?",1.0,1.0,0.0,2.0,0.5,1,0.5
Is there any easy way to move 500 names from a Google  doc to a Google sheet?,6.0,1.0,0.0,7.0,0.14285714285714285,0,0.0
Is there any free AI one can use to check AI in homeworks given to learners?,3.0,3.0,0.0,6.0,0.5,1,0.16666666666666666
"Is there any free AI tools to make music arrangement/ accompaniment for a melody of song I made? 
Thank you 🙏🏻",1.0,1.0,0.0,2.0,0.5,2,1.0
"Is there any free tool like ""mathpix"" which can convert pdf to word accurately. Pdfs is related to physics so of course it has many equations and diagrams. Everything has to be converted without errors.",2.0,0.0,0.0,2.0,0.0,1,0.5
Is there any open AI tool where my students can make travel posters? Thanks in advance for you help,2.0,2.0,0.0,4.0,0.5,1,0.25
Is there any site that can create anchor charts?,0.0,3.0,0.0,3.0,1.0,1,0.3333333333333333
"Is there any software where we give it an essay or a long paragraphed piece of work and it automatically creates quizzes like multiple choice fill in the blanks or any other types automatically?

Also, what prompts are there for translation work in chatgpt ?",9.0,0.0,0.0,9.0,0.0,2,0.2222222222222222
Is there any tool to grade essays or open answers by uploading pictures of hand written texts?,1.0,1.0,0.0,2.0,0.5,0,0.0
Is there any tool/website which can take the pictures of English writing and mentions mistakes in that?,8.0,0.0,0.0,8.0,0.0,2,0.25
Is there any tools which create grammar exercises  in illustrated version (examples wirh pics) and then download it in pdf or word file?,2.0,1.0,0.0,3.0,0.3333333333333333,1,0.3333333333333333
Is there any way AI can look at my planning in outlook calendar and write summary paragraphs for a sway?!,1.0,0.0,0.0,1.0,0.0,0,0.0
Is there any website that can check if an essay is from AI? TIA,18.0,7.0,0.0,25.0,0.28,1,0.04
Is there anyone here who can suggest AI tools for evaluating Scratch outputs using a rubric?,3.0,0.0,0.0,3.0,0.0,0,0.0
Is there anyone that uses AI to generate graphs for math? I’ve tried in some but they don’t always make a picture. Sometimes I ask the AI to supply a grid to graph if it is a graphing question or ask for a graph to identify slope and the big ones don’t give anything,2.0,1.0,0.0,3.0,0.3333333333333333,1,0.3333333333333333
Is there anyone who created materials for ADHD students?,2.0,3.0,0.0,5.0,0.6,0,0.0
Is there anything I can upload a PowerPoint or doc to and it makes it look “good”,5.0,6.0,0.0,11.0,0.5454545454545454,5,0.45454545454545453
Is there is a tool to convert ppt into an exam questionnaire?,6.0,2.0,0.0,8.0,0.25,0,0.0
Is there something that can take an already existing Literacy PowerPoint with information and interactive elements (image show on click etc) and modify jsut the information/questions/sentences based on a new text?,2.0,0.0,0.0,2.0,0.0,1,0.5
"Is there somewhere I can get or buy a list of prompts for teachers? I swear I saw one somewhere, but the search is not showing it.",1.0,4.0,0.0,5.0,0.8,0,0.0
Is there tools open source o total free for math adapted for middle school?,2.0,1.0,0.0,3.0,0.3333333333333333,1,0.3333333333333333
It is great to belong here....it's like having the opportunity to be part of the future!,0.0,1.0,0.0,1.0,1.0,0,0.0
"It was a post a few days ago how to create video from a math problem but I can't find it. Help, please.",2.0,0.0,0.0,2.0,0.0,0,0.0
I’d like to try AI to grade summary writing. Any suggestions please? Preferably something free 😆,3.0,2.0,0.0,5.0,0.4,0,0.0
I’d love a program to help me grade my 6th Grade students paragraphs and offer them some feedback. What AI tools would you recommend to help? The work is on Google Classroom and written on a Google doc or Google slide.,6.0,10.0,0.0,16.0,0.625,2,0.125
"I’m a complete beginner with AI, where can I find the best tutorials? What’s the best AI tools to start with? 
I teach y3 in the UK. Thank you",8.0,3.0,0.0,11.0,0.2727272727272727,1,0.09090909090909091
I’m a first year special ed teacher in a middle school self contained behavior room. Is there a tool/something where I can say “give me a one week unit with lesson plans on XXXX at these grade level abilities AND create the lessons for it? My own lesson plans almost always get derailed due to behaviors or soemthing going on. I have to sometimes just start from scratch with something new. I’m finding it exhausting and difficult to keep lesson planning like this! Thank you for your suggestions in advance!,5.0,5.0,0.0,10.0,0.5,1,0.1
I’m a kindergarten teacher new to the ai world. I’m looking for something that can make fun slides. Also looking for something for older students to help as a study tool to help my daughter with her Ap biology class. Thanks!,1.0,1.0,0.0,2.0,0.5,0,0.0
I’m a language teacher and a literature teacher too. What adaptive learning systems AI tools have you tested and liked please?,3.0,9.0,0.0,12.0,0.75,0,0.0
I’m a support for learning teacher in secondary. My S2 groups are needing extra learning of algebra. How do I create practice sums they can work through?,1.0,1.0,0.0,2.0,0.5,0,0.0
I’m a virtual teacher and I teach 6th grade World History. I really love AI and how it can enhance my teaching and student learning. My students need an asynchronous assignment for Monday. We are currently learning about Ancient Greece. What I would like to do is have my students take a virtual tour of Ancient Greece and create a digital travel brochure. What AI tool would you all suggest?,2.0,5.0,0.0,7.0,0.7142857142857143,1,0.14285714285714285
"I’m an Upper elementary Math teacher, what AI tool can help me create support sheet - worksheets for free.",4.0,1.0,0.0,5.0,0.2,1,0.2
"I’m going to be giving some professional development to school librarians in my district. Any suggestions on must cover basics? Would like to keep to the theme of research w/AI since I feel this is going to be one of the librarians biggest roadblocks in dealing with the future of research. 
Yes, I know I could use AI for assistance but I’d like to hear your ideas. Thank you,",1.0,1.0,0.0,2.0,0.5,0,0.0
"I’m going to do a graphic novels unit with my gifted students and I was suggested they use pixon but they cost money any other free tool where students can create characters in multiple poses, emotions, and settings etc?",1.0,0.0,0.0,1.0,0.0,0,0.0
I’m going to think this is probably not the best acronym it could have come up with. 😅😂,5.0,5.0,0.0,10.0,0.5,0,0.0
I’m interested what tools are being used in Primary schools by teachers. Just looking into ai and have so far come across Gamma and Gemini but don’t feel like I’m using them to full potential.,6.0,3.0,0.0,9.0,0.3333333333333333,2,0.2222222222222222
"I’m looking for AI to help me create a protocol to use assessment data to back wards plan and another protocol to use to look at assessment data to modify instruction. What would be the best tool for that? 

Thank you!",2.0,0.0,0.0,2.0,0.0,0,0.0
I’m looking for a free cool website / app for students to make music to accompany their stories / podcasts. Specifically spooky music for Halloween! User friendly upper elementary 🥸 thank you ❤️❤️❤️,1.0,6.0,0.0,7.0,0.8571428571428571,1,0.14285714285714285
I’m looking for a tool that can generate summary reports of quiz grades. ChatGpt and Bing’s AI both send back reports with errors or they can’t handle the amount of data I’m inputting. It’s hard to search because “report” is coming up for other things and not tge type of summary report I’m looking for.,3.0,4.0,0.0,7.0,0.5714285714285714,1,0.14285714285714285
I’m looking for a tool/ app/ website to help me take a photo and add an animated character over it. I remember using one in 2016 where we took a photo of the playground and animated a dragon breathing fire over the climbing frame 😂 but I can’t remember what it was! And now there must be easier tools to use? Thank you 🙏🏻,0.0,2.0,0.0,2.0,1.0,0,0.0
I’m looking for an AI platform that creates/ generates books for grade 4 literacy classes.. TIA 🙏💖,1.0,4.0,0.0,5.0,0.8,1,0.2
I’m looking for an AI tool to create picture cards from chapters of a book for my EL learners. Does anyone know of an AI tool that would do this?,2.0,1.0,0.0,3.0,0.3333333333333333,0,0.0
I’m looking to add a chatbot to our school website. Is there a cheap (free) way to do this or do I have to subscribe to a service?,2.0,0.0,0.0,2.0,0.0,1,0.5
I’m on an AI Task Committee at our school and am looking for AI resources to use with all subjects for Middle and High School. Thanks!,8.0,8.0,0.0,16.0,0.5,3,0.1875
"I’m posting anonymously because I’m embarrassed.

I had a student in class this week who hadn’t completed his assignment (no where near ready for submission by deadline). 

He was very argumentative when I challenged him.

I am then, almost certain, he used an AI tool like Snapchat AI to complete his work.

He was sophisticated in his way.

I think he downloaded the answers from SnapAI to his “notes” on his phone, then from there tweaked it slightly as he incorporated it into his assignment.

All this under my nose. 

He’d already been aggressive when I challenged him so didn’t react.

What AI checker or plagiarism tool can I use to expose his cheating?

Grateful for thoughts.",43.0,13.0,0.0,56.0,0.23214285714285715,3,0.05357142857142857
"I’m really enjoying experimenting with AI.  However, I must admit I always have to adjust whatever AI produces for me.  It’s good for idea generation.",2.0,1.0,0.0,3.0,0.3333333333333333,1,0.3333333333333333
I’m trying to create a song parody for my wife to use with preschoolers.  I thought my paid version of ChatGPT would do that but when I upload a .mp3 of just the vocals - which I separated from the music using Moises.Ai (check it out) but it is not able to do that.  I even tried Amazon transcrib which did an ok job but missed a lot.  To go back and correct the errors wouldn’t save a whole lot of time.  That’s what I eventually did but would love to know if anyone knows of a tool that can transcribe the lyrics from .mp3.,1.0,3.0,0.0,4.0,0.75,0,0.0
I’m trying to find ai that will help me find news headlines to match certain ideas and values. For example now I’m trying to find a headline about someone leaving a role/job with no adequete replacement,3.0,1.0,0.0,4.0,0.25,0,0.0
"I’m using chatgtp to create 180 engaging passages about interesting plants, animals, and insects as a bell ringer for biology. However, it keeps repeating plants/animals/insects in the new sets that it generates even though I tell it not to. Is there a phrase I can use to keep this from happening, or even a better tool to do this task than ChatGPT?",5.0,1.0,0.0,6.0,0.16666666666666666,1,0.16666666666666666
I’m wondering if there are any tools to making nice looking Canvas pages?,0.0,2.0,0.0,2.0,1.0,0,0.0
"I’m wondering: 
I’m teaching English and I am now in the topic of combining clauses and making them into whole sentences (or paragraphs). I’ve been looking for that app where you could “visually” combine sentence/clause strips.. like, students can see you move and combine the strips togethere… is there that kind of app?",3.0,1.0,0.0,4.0,0.25,2,0.5
"I’m working an AI presentation for my  high school on how content teachers can use AI to support and scaffold for multilingual learners (English learners). I use AI all the time, but am new to showing others how it can be useful. What kinds of topics would you cover? What do you use AI for?",5.0,1.0,0.0,6.0,0.16666666666666666,0,0.0
"I’ve accepted a teaching job with a massive driving commute. Are there any AI tools that can help me maximize this time? (reading aloud articles or exam papers to me? taking notes?) Siri doesn’t cut it!
Thank you 🙏",1.0,1.0,0.0,2.0,0.5,0,0.0
"I’ve been getting comfortable with using AI as an idea assistant for my teaching, planning, and personal life… but what are some ideas you have to get my students using AI in my K-6 elementary general music classes, beginning band, or small ensemble groups?",0.0,2.0,0.0,2.0,1.0,0,0.0
I’ve created maths worksheets on chatgbt but it doesn’t include images or diagrams for questions. Is there a better resource to do this?,5.0,0.0,0.0,5.0,0.0,0,0.0
"I’ve just seen a great idea somewhere (can’t find original post to ask!) When I ask chat GTP free it either says images are unavailable at the moment or limits me to three images per day. I found a Canva tutorial on YouTube but can’t even find where ‘elements’ are on there! Is it possible to create multiple images using children’s descriptions for free? 
Totally new to this but keen to try and incorporate it into my writing lessons 
TIA",3.0,1.0,0.0,4.0,0.25,0,0.0
"I’ve just started playing with AI. Which platform is the best to try to create a picture? I want to make a colour sheet of a train with each boxcar to have a high frequency word. But so far I haven’t been successful 🤔 
Thanks for your guidance.",3.0,0.0,0.0,3.0,0.0,1,0.3333333333333333
I’ve never used AI before. How can I create a one page reading passage that incorporates our 15 spelling words for the week?,15.0,4.0,0.0,19.0,0.21052631578947367,0,0.0
"Just curious, how many of your schools or districts have written policies to guide AI use in your settings? What do you think the policy should include?",1.0,0.0,0.0,1.0,0.0,0,0.0
Just looking for opinions... Brisk or Magic School and does anyone have the premium version of Magic School? Is it worth it? TIA,2.0,2.0,0.0,4.0,0.5,0,0.0
"Just wondering if anyone has used ChatGPT for weekly and long-range lesson planning with links for elementary grades,  perhaps by uploading texts, curriculum minutes,so each subject is laid out daily? 
Ex. Monday-Fri for math, science, language etc?",5.0,0.0,0.0,5.0,0.0,0,0.0
"Kia ora, 
I have created a lengthy custom prompt as a way to set my preferences and introduce myself. Do I need to put this prompt every time I use Gemini, Chatgpt, etc? Or only once?",1.0,0.0,0.0,1.0,0.0,0,0.0
"Kind of a different question, but I’m curious. Around a lot of my non teacher circles, whenever AI is brought up, it’s almost always in a negative light, with complaints about AI. Have you guys noticed this too?",3.0,1.0,0.0,4.0,0.25,0,0.0
Kindly recommend good AI tool for making presentation I tried gamma but it's paid now as I used my free limit.,6.0,5.0,0.0,11.0,0.45454545454545453,2,0.18181818181818182
Kindly recommend reading aap for a 7 year old so she can improve her reading.,15.0,23.0,0.0,38.0,0.6052631578947368,3,0.07894736842105263
Kindly suggest Ai app that can prepare lesson note for teachers,2.0,3.0,0.0,5.0,0.6,1,0.2
"Language Arts teachers, what ai tools do you use?
I got students with mixed abilities this year.",3.0,8.0,0.0,11.0,0.7272727272727273,2,0.18181818181818182
"Last week, I shared a picture about collaborating with Van Gogh. I'm excited about finding an AI tool that lets my little artists unleash their creativity, like adding fish to Van Gogh's paintings and thinking completely outside the box! 
With this tool, they could edit their own creations alongside the masterpieces, which would help everyone appreciate art more and spark even greater imagination.

I'm also thinking about using technology to transform our classroom into an interactive art gallery. By the way, I’ve already found some pictures on Google. Has anyone had a chance to try these AI tools yet? This way, we could showcase all the kids' artwork freely. What do you all think?",0.0,1.0,0.0,1.0,1.0,0,0.0
"Learning how to use AI for our unique scenarios can be transformative. 

This is someone who reached out a couple of weeks ago after watching some of my videos, I gave them a few pointers (creating an AI personality, the iterative process of AI interaction, etc.) and I’m blown away by how they’ve been using it (brainstorming, website building, and the other night they had this breakthrough with their child). 

Share your stories, you never know who they will inspire ☺️☺️",0.0,1.0,0.0,1.0,1.0,0,0.0
"Let me introduce myself, Rizal from Indonesia, a teacher from a vocational high school joined to find out more about AI for learning. Greetings to teachers from all over the world 🙏",0.0,1.0,0.0,1.0,1.0,0,0.0
"Looking for AI Tools for Content Checking, Copyreading and Checking of Image Referencing",1.0,0.0,0.0,1.0,0.0,0,0.0
Looking for AI can generate interactive Powerpoint,12.0,14.0,0.0,26.0,0.5384615384615384,2,0.07692307692307693
Looking for AI that can scramble questions on a test and give me 2 versions.,13.0,7.0,0.0,20.0,0.35,1,0.05
Looking for AI to make a GOOGLE slides presentation look appealing?,4.0,3.0,0.0,7.0,0.42857142857142855,2,0.2857142857142857
Looking for AI to translate a pdf into English and vice versa.,8.0,7.0,0.0,15.0,0.4666666666666667,2,0.13333333333333333
Looking for AI tool to create a games board. Chat GPT gave me a great idea of a board game and what to create but the few boards it created weren’t great.,1.0,1.0,0.0,2.0,0.5,1,0.5
Looking for AI tools that can identify lab equipment from pictures tia,0.0,1.0,0.0,1.0,1.0,0,0.0
Looking for AI tools where students can design their own character and record speech as well. Any suggestions?,1.0,2.0,0.0,3.0,0.6666666666666666,0,0.0
Looking for Ai tools to teach Senior High school Biology and Physics please,4.0,5.0,0.0,9.0,0.5555555555555556,1,0.1111111111111111
"Looking for a AI tool/program to use geared to early elementary math - 3rd gradeish. Does anything exist yet?

Not talking MS, SchoolAI, Brisk, etc..., all of which are amazing and that I use, but something maybe that's brand new or gotten under the radar that's geared more toward math",3.0,2.0,0.0,5.0,0.4,1,0.2
"Looking for a Document Reader Tool: 

Hey everyone! I'm in need of a document reader tool that can handle large files (up to 2000 pages) and provide accurate, reliable answers. Does anyone have recommendations for a tool that can efficiently process lengthy documents and give exact results?

It would be even better if it's a free tool. Any suggestions? Thanks in advance!",5.0,2.0,0.0,7.0,0.2857142857142857,1,0.14285714285714285
Looking for a quick resource handout with AI tools for educators. Any handouts you may have would be greatly appreciated ￼,2.0,1.0,0.0,3.0,0.3333333333333333,0,0.0
"Looking for a tool for grading handwritten essays, open answers on literature",6.0,7.0,0.0,13.0,0.5384615384615384,1,0.07692307692307693
Looking for an  AI that can translate English text with images slides-into Spanish?,5.0,4.0,0.0,9.0,0.4444444444444444,0,0.0
Looking for an AI site or tool that I can add my 4 point rubric and scanned student assessments (math) to and have them scored quickly. Anything like that exists? I appreciate any feedback. Please and thank you! 🤓❤️,3.0,5.0,0.0,8.0,0.625,1,0.125
Looking for an AI that can create 3 - 5 minutes StopMotion clips from a custom script.,2.0,0.0,0.0,2.0,0.0,1,0.5
Looking for an AI that creates animated videos! Any recommendations?,4.0,4.0,0.0,8.0,0.5,0,0.0
Looking for an AI tool for ESL students. Specifically I want to differentiate my middle school level passages to add graphics so students have a visual. Maybe even translating some content specific vocabulary within the text. Anyone have any ideas for this??,3.0,2.0,0.0,5.0,0.4,0,0.0
Looking for an AI tool other than chat GPT that can answer questions and or create questions about a book,21.0,18.0,0.0,39.0,0.46153846153846156,2,0.05128205128205128
Looking for an AI tool that will allow you to upload more than 5 pdfs. Not against paying for a pro version. Most AI will only allow 4-5 uploads.,6.0,1.0,0.0,7.0,0.14285714285714285,1,0.14285714285714285
Looking for an AI tool that will outline a textbook.,4.0,2.0,0.0,6.0,0.3333333333333333,1,0.16666666666666666
"Looking for an Ai to create a google excel spreadsheet that would have name, amount paid, paid to, and balance    Suggestions please",2.0,0.0,0.0,2.0,0.0,0,0.0
"Looking for an app (or web-app) that can create a talking object, like products that can talk.  I can only find apps that have face recognition and go from there.",4.0,1.0,0.0,5.0,0.2,1,0.2
Looking for an app that can translate into Egyptian languages for ESL student,2.0,3.0,0.0,5.0,0.6,1,0.2
Looking for any suggestions for AI tools to create booklets/activity books.,2.0,1.0,0.0,3.0,0.3333333333333333,0,0.0
Looking for elementary special education recommendations.,2.0,1.0,0.0,3.0,0.3333333333333333,0,0.0
"Looking for free ways to make an unlimited # of Youtube summaries and translate them, too. TYIA!",7.0,1.0,0.0,8.0,0.125,0,0.0
"Looking for recommendations on AI tools, especially for data analysis, that can also assist with education, report writing, scheduling, and creating educational modules. Preferably user-friendly with free options to start, but I don't mind upgrading to paid versions if they’re really good. Appreciate your suggestions. Thanks.",4.0,2.0,0.0,6.0,0.3333333333333333,1,0.16666666666666666
Looking for resources to help a first year family and consumer science teacher. She instructs students grade 7 to 12. Any resources would be helpful!,0.0,1.0,0.0,1.0,1.0,0,0.0
Looking for something to created guided notes for math and the actual problems. I have kids that are in 5th doing multiplication and division and it goes so fast. When the teacher is doing the problems on the board they can’t keep up. Suggestions? The problems are directly from the math book.,4.0,2.0,0.0,6.0,0.3333333333333333,2,0.3333333333333333
"Looking for the best AI tool for graduate school academic writing to edit and give suggestions on correct grammar, sentence phrasing and APA formatting. Thought?",5.0,9.0,0.0,14.0,0.6428571428571429,1,0.07142857142857142
Looking for the literacy ai post from about a week or so ago.  I didn't bookmark it,1.0,0.0,0.0,1.0,0.0,1,1.0
Looking suggestions for Ai Tutoring for Blind and Dyslexic Learners in high school and college. Thank you in advance,1.0,1.0,0.0,2.0,0.5,1,0.5
Loving this. Worked with preservice teachers . What fantastic resources and opportunities are here!,0.0,1.0,0.0,1.0,1.0,0,0.0
"Making PowerPoints in ChatGPT now.

Who else is doing this?

Tip - To force it to create a PowerPoint - say ""Create this in a downloadable PowerPoint format""",5.0,2.0,0.0,7.0,0.2857142857142857,0,0.0
Many thanks for all the tips everyone has just shared. My question is about a free AI tool that can detect gender bias and gender-coded words in English. Could you help me indicating some of them? I will use them to teach English that is inclusive for all and mainly make my students’ communication gender bias free!,2.0,2.0,0.0,4.0,0.5,0,0.0
"Math teachers, what AI tools are good for SPED math",4.0,1.0,0.0,5.0,0.2,1,0.2
"May I ask everyone, which AI software is currently the latest and most user-friendly? Thank you",0.0,1.0,0.0,1.0,1.0,0,0.0
"Mention al tool which generate tests with images / schemes given in a document, pdf for example",1.0,1.0,0.0,2.0,0.5,0,0.0
"Mention al tool which vedio generate along subtitle

#Note
 speaking under write exact words",1.0,1.0,0.0,2.0,0.5,0,0.0
"Microsoft announced a number of AI enhancements for Teams this month, putting generative AI directly into its main Educational Platform - is this the way of the future?

**Clippy has arrived to help you set assignments!**

So I was setting a couple of assignments for my classes today and what should I discover in Teams? An AI enhancement that I’d never seen before!

In the assignment there appeared several options to add enhancements directly through generative AI, such as assessment criteria, enumerated steps and key work highlighting.

**The additional features are:**

📚 **AI Assignment Instructions Generation**: Educators can use AI to create detailed assignment instructions tailored to grade level and language preferences.

📊 **AI Generated Rubrics**: A new feature that allows educators to generate rubrics using AI, with options to customise and evaluate student work effectively.

🔍 **Reading Progress Passage Generation**: AI technology helps create personalised reading passages for students, with adjustable complexity and the ability to include challenging words.

❓ **Comprehension Questions with AI**: AI assists in generating a set of comprehension questions for reading passages, which can be customised and edited by educators.

Now the instruction and rubric generation tools are… well, they’re okay at best. The main issue, as is often the case, is that you can either regenerate or edit the output, but there is no way to iterate the content as you are at remove away from the LLM being employed. The practice rubric I created was fine, but I’ve had better and more nuanced results working with Anthropic’s latest version of Claude AI. Yes, I may use a paid premium version, but even the free version is more intuitive and, more importantly, it has the ability to iterate outputs and respond conversationally to the user.

Where the system seems to have more application is in the reading progress generator and comprehension questions. Now like the rubrics these are a one shot deal, but they are tied to the Microsoft Reading Coach system and are used to create and track reading fluency. The fact that these systems are integrated and the data analysis of student performance comes straight into the LMS is really powerful and it is here that this use case gets really interesting.

What is happening here may not be a huge leap forward in terms of AI capability, but what it represents is the integration of AI directly into pre-existing platforms.

The question is whether this is the future direction of travel and, if so, whether it will prove useful?

I guess time will tell.

[https://theaienglishteacher.wordpress.com/2024/05/21/ai-bytes-episode-9-ai-team-effort/](https://theaienglishteacher.wordpress.com/2024/05/21/ai-bytes-episode-9-ai-team-effort/)

#EdTech #AIinEDU #AIintheclassroom #AIinschools #AIforteachers #AIineducation",0.0,1.0,0.0,1.0,1.0,0,0.0
"Mindmap on how AI can be used in teaching

This was made by AI 🙂 if you want AI to make some mindmaps for you, then checkout the free mindmap generator on Skillfusion AI",1.0,2.0,0.0,3.0,0.6666666666666666,0,0.0
"Morning all, I am seeking an AI tool that would help my ESOL/ELL students. I'm unable to translate everything in Forensic science, but do not want to set them up for failure. As I'm lecturing, I need something that can translate my words as a CC or something. Any such thing? There's gotta be.",3.0,0.0,0.0,3.0,0.0,0,0.0
Morning all. Looking for a tool that can help plan out a whole year. Includes weeks and what specific skills to cover each week of the year. Will also take into account any school events that we have plan and schedule in exams...,6.0,3.0,0.0,9.0,0.3333333333333333,1,0.1111111111111111
Morning teachers. I am looking for an app that will tell me if an English essay was written by AI please.,81.0,21.0,0.0,102.0,0.20588235294117646,5,0.049019607843137254
"My district told us that there's no such thing as plagiarism when it comes to students handing in AI generated work. In addition, we are to teach them how to use it better. We are also taught how to train the AI to generate better lesson plans, assignments, step by step lessons... essentially teaching AI how to replace humans as teachers. How was your day? Oh and 70% is the new minimum grade on report cards if we are teachers who are capable of engaging students.",23.0,9.0,0.0,32.0,0.28125,1,0.03125
"My high school Math department is very reluctant about AI. Some have suggested they are against it. I am meeting with them this Friday. What are some suggestions or real world examples that I can use to help demystify their viewpoints? They have seen students use AI to cheat and they worry that if our districts accepts AI, then the kids will not learn. Thanks for your help!",17.0,9.0,0.0,26.0,0.34615384615384615,1,0.038461538461538464
"My name is Abdul Nasir. I am from Pakistan and work as an English teacher. I joined the AI tools for teachers group to enhance my teaching skills, stay updated with the latest educational technologies, and connect with like-minded educators to share and learn innovative teaching strategies.Please suggest AI video generation tools that I can use to create videos for my students.",1.0,3.0,0.0,4.0,0.75,0,0.0
